Time (s),Station1_Amplitude (mm/s),Station2_Amplitude (mm/s)
0,0.0462397578211519,-0.0046697891343897
0.0100050025012506,-0.0238724348771749,-0.0555044471797589
0.0200100050025013,0.0198788514457655,-0.0175864470632646
0.0300150075037519,-0.105717919282489,-0.0392027697054336
0.0400200100050025,0.0461480975654762,0.0306385421297856
0.0500250125062531,0.104086193731844,-0.0122726968395843
0.0600300150075038,0.0908314531087849,0.0318518284519847
0.0700350175087544,-0.0157429645562263,-0.00219408825496527
0.080040020010005,0.0686572001453687,0.000253696496414376
0.0900450225112556,-0.0182640436886597,0.03120891570668
0.100050025012506,0.0971461577226611,-0.12925184944202
0.110055027513757,-0.0255629883159689,-0.00370170847373527
0.120060030015008,-0.0827238850228876,-0.00866570633180471
0.130065032516258,0.0242021036247442,0.00732990900238813
0.140070035017509,0.0466376429385703,0.0549762163469431
0.150075037518759,0.0165803650836634,0.0335758809059412
0.16008004002001,0.0128763385125673,0.026903101503872
0.170085042521261,0.00345317400943828,-0.0372698133717292
0.180090045022511,0.0477857745562188,0.0303627585181291
0.190095047523762,-0.0795197129144172,0.00758590361789242
0.200100050025013,0.0568125798676531,0.0528350697406418
0.210105052526263,0.0366363915261713,0.00208791783333162
0.220110055027514,0.00473795441741484,0.0845734427746492
0.230115057528764,0.0145500445234956,0.00508805667953673
0.240120060030015,-0.0840487858507087,0.0645046453640377
0.250125062531266,0.0401949275982426,0.0276831723912792
0.260130065032516,0.0166801446290969,0.0123517035018014
0.270135067533767,0.0488348828777457,0.00279593192548389
0.280140070035018,0.0128231308630684,-0.00855821430654525
0.290145072536268,0.0107248552450779,0.0349137603646338
0.300150075037519,0.0954941286876214,-0.0167780924832453
0.310155077538769,0.00616073428389056,0.00125961137033689
0.32016008004002,-0.0325396824138508,0.0163078542265521
0.330165082541271,-0.0752885144547143,-0.0836490880469479
0.340170085042521,-0.0160808006230641,0.0817379076099441
0.350175087543772,-0.0406538469776642,0.0186977885663438
0.360180090045023,0.0536813761091868,-0.0142221700685064
0.370185092546273,-0.0549460197058763,0.000717370374950009
0.380190095047524,-0.0660665958734698,0.117482423987236
0.390195097548774,-0.0733067759957935,-0.0922444205694349
0.400200100050025,-0.0187417202436115,0.0110345767861122
0.410205102551276,-0.0773458656456286,0.0529896489771828
0.420210105052526,0.0649128203138473,0.00678597171484614
0.430215107553777,-0.057764445503415,0.0676434011353694
0.440220110055028,0.0466094321973745,0.0247668619784472
0.450225112556278,-0.0776929903083699,-0.0531105426634099
0.460230115057529,-0.0260430514944554,0.00162569297028559
0.470235117558779,0.000702845066403821,0.043306873670394
0.48024012006003,0.0309649415750423,0.0533048195306702
0.490245122561281,0.0801566512516275,-0.074811642189373
0.500250125062531,0.0353407889830261,0.030243745381299
0.510255127563782,0.0422412801927395,0.115624494015182
0.520260130065033,-0.0211201668281243,-0.0328634051879852
0.530265132566283,0.0629380592381739,-0.00550877940571715
0.540270135067534,0.0387330351771113,0.0266037196992104
0.550275137568784,-0.0456025551545344,0.0123215039235842
0.560280140070035,0.0670147298579682,0.0133552814966648
0.570285142571286,-0.0342834854821518,-0.0645297847191413
0.580290145072536,0.00318856848576898,-0.0530267035932744
0.590295147573787,0.0011200388520641,-0.0129808238783621
0.600300150075038,0.0239625336726227,-0.0254753058612437
0.610305152576288,-0.118828618169747,0.00499605545123741
0.620310155077539,-0.0121367379571727,-0.0151361588914895
0.630315157578789,0.0478576814418251,0.0203034531783834
0.64032016008004,-0.0353381018822142,0.0389874578729003
0.650325162581291,-0.0136307502666882,0.0326996318501542
0.660330165082541,0.0442772724335587,-0.0261021004839907
0.670335167583792,-0.0105287959205483,0.0213755052454299
0.680340170085043,0.0844947076431668,-0.0334673954976362
0.690345172586293,-0.0039040711407589,-0.00876599470962722
0.700350175087544,-0.0795264820455268,-0.0658155148569046
0.710355177588794,0.00804475893279851,0.0487092132802556
0.720360180090045,-0.0717394026806929,-0.0274534193317854
0.730365182591296,0.0560234591517338,0.0683988557272323
0.740370185092546,0.0317678671179892,-0.0918489491669211
0.750375187593797,0.134813421743564,0.0142471023018686
0.760380190095048,0.00390874837405579,0.0198376765701453
0.770385192596298,-0.0589981452643608,-0.0103170670569086
0.780390195097549,0.031668291971266,0.0409060076563137
0.790395197598799,-0.00520232599281385,0.00276636359235444
0.80040020010005,-0.053595350837971,0.00135626951031125
0.810405202601301,0.0722763082387429,-0.0397686031137338
0.820410205102551,0.0191591032288278,-0.0598932515092905
0.830415207603802,-0.0468717714125171,0.122521022674911
0.840420210105053,-0.0323856817362896,-0.109936486383286
0.850425212606303,0.0176157138803846,0.082262605624018
0.860430215107554,0.0362461821554983,-0.0160721933468457
0.870435217608804,-0.0347262605223214,0.046295186303443
0.880440220110055,-0.0410721958770941,0.0124207818847773
0.890445222611306,0.0396404040659205,0.0264573847651831
0.900450225112556,-0.0383654195838378,-0.0264789909696904
0.910455227613807,0.0542597737740093,0.0246286645340894
0.920460230115058,-0.0641514516646442,0.00672999063044504
0.930465232616308,-0.0139963301659279,0.0569528564879814
0.940470235117559,-0.0524597082819642,0.0188932195534911
0.950475237618809,-0.0787939863680096,-0.117041021853667
0.96048024012006,0.058396190788908,-0.00715419185770353
0.970485242621311,0.048076317219685,-0.0774519509149655
0.980490245122561,-0.0168872339990117,0.0235794013075561
0.990495247623812,-0.0292916170333872,0.0134734283137127
1.00050025012506,0.0157734363188728,0.0613358560680735
1.01050525262631,-0.0597250942407376,-0.0498347106689975
1.02051025512756,-0.0153220742915666,0.107914343058267
1.03051525762881,0.00222888138072693,0.0909279522636064
1.04052026013007,-0.126778388045897,0.065771444241957
1.05052526263132,-0.00872608849934639,0.0123821240285559
1.06053026513257,0.0746959759751901,0.0791561619716721
1.07053526763382,-0.0801574726979059,-0.0480599009138433
1.08054027013507,0.0169310780525248,-0.014695556887042
1.09054527263632,0.00586681525314548,-0.161523607097835
1.10055027513757,-0.0504433377792501,-0.0659502950233437
1.11055527763882,-0.045123444004188,0.00292682259354768
1.12056028014007,0.00215528765288705,-0.058188532576327
1.13056528264132,-0.0595056968314123,-0.0829346948698481
1.14057028514257,-0.0391328156499515,0.105884975419668
1.15057528764382,-0.139114301336326,0.0311036594478712
1.16058029014507,-0.05066104688402,0.0684092958138005
1.17058529264632,0.0193373566368497,0.0407821511082621
1.18059029514757,-0.0569227532292062,0.049275721324584
1.19059529764882,0.0245284581143919,-0.0570636070955922
1.20060030015008,0.151444312159553,-0.0153779896984372
1.21060530265133,-0.0604349832477589,-0.134234216987191
1.22061030515258,-0.0836431554873265,-0.125151736548104
1.23061530765383,0.0527733824632306,-0.117741765892098
1.24062031015508,-0.106803828222475,-0.0563375955872912
1.25062531265633,0.0520620825729996,-0.0380589889467331
1.26063031515758,0.00697433507586199,0.099394779862372
1.27063531765883,-0.0283732564924282,0.0614225687684247
1.28064032016008,0.0889279549297406,0.10469189298483
1.29064532266133,-0.0166457550841188,0.171676069281535
1.30065032516258,0.0458756572966339,0.100066563279664
1.31065532766383,0.0113760494325158,0.0204871984864705
1.32066033016508,0.0517160208043775,0.0288333025141718
1.33066533266633,-0.122107979016705,-0.162207125171803
1.34067033516758,-0.0404920962658332,-0.261299747243536
1.35067533766883,0.0496450077410398,-0.193289598606899
1.36068034017009,0.0937820089574419,-0.0908925080144511
1.37068534267134,0.0290561070201212,-0.054598720141542
1.38069034517259,0.0265681586524018,0.0812988763075256
1.39069534767384,-0.032425038190353,0.0949887676958807
1.40070035017509,-0.036952348521617,0.242101673478082
1.41070535267634,0.0106446093914823,0.0733352871952922
1.42071035517759,0.00324194916834256,0.215717411882995
1.43071535767884,0.0242281169391797,0.0697189933377311
1.44072036018009,0.0279042128042898,-0.161803826663893
1.45072536268134,0.0757659197790955,-0.158511448953096
1.46073036518259,-0.00562076917824711,-0.152502461026655
1.47073536768384,-0.117132530234953,-0.146647823375237
1.48074037018509,-0.053937710475361,-0.282300752320467
1.49074537268634,0.0934439058248771,-0.0417800271636481
1.50075037518759,-0.0310543616769749,-0.0274902924286817
1.51075537768884,-0.0623851494682191,0.14734959786216
1.5207603801901,0.00579787574174086,0.286250283518195
1.53076538269135,-0.11176057606644,0.187610751775704
1.5407703851926,0.0219609171233114,0.287553653586465
1.55077538769385,0.00980045430744676,0.128105379070632
1.5607803901951,0.00261090010345409,0.0394642808680651
1.57078539269635,0.0504842541286234,-0.0797993572320085
1.5807903951976,-0.00441628628733381,-0.295339404938776
1.59079539769885,0.016646988297295,-0.421380891981053
1.6008004002001,-0.0324087599248561,-0.265850235539125
1.61080540270135,0.0485241839865591,-0.216905280742563
1.6208104052026,-0.0292762137566399,-0.174168205443313
1.63081540770385,-0.0476786458654445,0.159755010230306
1.6408204102051,-0.00243487072307446,0.248192800258022
1.65082541270635,0.00916283439134461,0.39206039585526
1.6608304152076,-0.0426646287475994,0.331156666947854
1.67083541770885,-0.0492152728103669,0.304830632736408
1.68084042021011,-0.0234555866052795,0.210011929329217
1.69084542271136,-0.0496096627292631,0.0352328204034102
1.70085042521261,-0.009097709277201,-0.158840856850068
